Time_created,Tweet,Processed_Tweets,Tweets_Adjectives,Tweets_Sentiments
2022-01-23 23:58:27+00:00,"b'RT @HBAcrypto: The stars are aligning for @fishyfamNFT !\n\n#ETH at 3 month low, #NFT marketing waiting for its next leg up.\n\nExplosive organ\xe2\x80\xa6'",stars month low marketing waiting next leg,low next,star month low marketing waiting next leg
2022-01-23 23:58:27+00:00,b'RT @Les_Veilleurs: \xf0\x9f\x8e\x89GOATED GAMERS\xf0\x9f\x8e\x89\n\nGiving away 1 #NFT to someone who completes the following in 24hrs\xe2\x8f\xb3\n\n\xe2\x9c\x94\xef\xb8\x8fLike + RT\n\n\xe2\x9c\x94\xef\xb8\x8fFollow @Goatedgamer\xe2\x80\xa6',away someone completes following,,away someone completes following
2022-01-23 23:58:27+00:00,b'RT @CryptoInu_ABCD: Crypto Inu is an immersive multiplayer board game with 3D and VR modes that incorporates metaverse real estate investme\xe2\x80\xa6',board game modes incorporates real estate,real,board game mode incorporates real estate
2022-01-23 23:58:27+00:00,"b""was on a flight so thought I'd miss the #ufc NFT drop. Got a pack last minute and pulled one of the champ! #FrancisNgannou https://t.co/Hix9AwbPiy""",'' flight thought miss drop got pack last minute pulled one,miss last,'' flight thought miss drop got pack last minute pulled one
2022-01-23 23:58:27+00:00,"b""RT @lilcrow22karasu: Just dropped my SG's\xf0\x9f\x98\x8e\n#012 Common-Rag Goblin\n#013 Rare Lucky Leprechaun Goblin\n#014 EPIC Fire Soldier Goblin\nCheck the\xe2\x80\xa6""",'' dropped rare lucky epic fire soldier '',rare lucky,'' dropped rare lucky epic fire soldier ``
2022-01-23 23:58:27+00:00,b'RT @BenjeeNFT: \xf0\x9f\x92\xb5#NFTGiveaway\xf0\x9f\x92\xb5\n\n\xe2\x80\xbc\xef\xb8\x8f5000 hand-crafted Gators who came to party on #Solana \xf0\x9f\xa5\x82\xf0\x9f\x8d\xbe\n\n\xf0\x9f\x8e\x81 Giving away 2x Gator Squad \xf0\x9f\x90\x8a #NFTs + 10 WL spo\xe2\x80\xa6',hand-crafted came party giving away squad,hand-crafted,hand-crafted came party giving away squad
2022-01-23 23:58:27+00:00,"b'RT @LocoMetaGlobal: Dear pasengers, we have started a whitelist event before our train starts to its journey! You may find detailed informa\xe2\x80\xa6'",dear started event train starts journey may find detailed,detailed,dear started event train start journey may find detailed
2022-01-23 23:58:27+00:00,"b""RT @VoltNFT: In celebration of our Roadmap, pre-sale, and reveal we're giving away 3 free NFTs\nand 3 whitelist\n\nHow to enter \xe2\xac\x87\xef\xb8\x8f\n\n1. Follow\xe2\x80\xa6""",'' celebration reveal giving away free enter '',free,'' celebration reveal giving away free enter ``
2022-01-23 23:58:27+00:00,b'I uploaded this collection for fun\xf0\x9f\x98\x81\xf0\x9f\x98\x85\nhttps://t.co/loyjwQs2Ud\n#NFT #OpenSeaNFT #happiness #NFTCommmunity',collection happiness,,collection happiness
2022-01-23 23:58:27+00:00,b'RT @CardanoMVerse: #Giveaway \xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\nWE ARE GETTING CLOSER TO OUR METAVERSE LAUNCH AND THEREFORE LAUNCH A NEW GIVEAWAY OF \xf0\x9f\x8c\xa0 3000 ADA \xf0\x9f\x8c\xa0TO ONE OF\xe2\x80\xa6',giveaway getting closer launch therefore launch new giveaway one,launch launch new,giveaway getting closer launch therefore launch new giveaway one
2022-01-23 23:58:26+00:00,"b'RT @Clashofdragonz: We now hit the 20,000 members on Discord.\xf0\x9f\x98\xb1\n\nThe community\xe2\x80\x99s growth is just sick!\xf0\x9f\x94\xa5\n\nNext step: 40,000 members!!\xf0\x9f\xa4\xa9\n\n#CODZ\xe2\x80\xa6'",hit members growth sick step members,hit sick,hit member growth sick step member
2022-01-23 23:58:26+00:00,b'RT @Minhofnbr: \xf0\x9f\x9a\xa8#NFTGiveaway\xf0\x9f\x9a\xa8\n\nWe partnered up to giveaway 10x WL Spots \xf0\x9f\x8e\x81\n\nTo Enter: \n\xe2\x9c\x85Like &amp; RT\n\xe2\x9c\x85Join Discord: https://t.co/gRJdRxrr3c\n\nMo\xe2\x80\xa6',partnered giveaway spots enter amp discord,giveaway amp,partnered giveaway spot enter amp discord
2022-01-23 23:58:26+00:00,b'RT @MookieNFT: \xf0\x9f\x8e\x81 #NFTGiveaway \xf0\x9f\x8e\x81\n\n\xe2\x80\xa2 Win 1x NFT &amp; 5x WL Spots\n\nRules:\n1\xef\xb8\x8f\xe2\x83\xa3 Follow @Lucky_Lion_Club &amp; @MookieNFT \n2\xef\xb8\x8f\xe2\x83\xa3 \xe2\x9d\xa4\xef\xb8\x8f &amp; RT\n3\xef\xb8\x8f\xe2\x83\xa3 Tag 2 Friends\xe2\x80\xa6',win amp follow amp amp tag,,win amp follow amp amp tag
2022-01-23 23:58:26+00:00,b'RT @ChiefAu_: @metab_nft @ParisHilton @jimmyfallon @FallonTonight Should let everyone know the events that we are doing here at @metab_nft\xe2\x80\xa6',let everyone know events,,let everyone know event
2022-01-23 23:58:26+00:00,b'RT @CYBR_nft: The time has come. Our gates are open. Embrace the teaser. Join the C.Y.B.R Squad: https://t.co/oFju1j1IyZ . First 100 will b\xe2\x80\xa6',time come gates open embrace join squad first,open,time come gate open embrace join squad first
2022-01-23 23:58:26+00:00,b'RT @Tanzer: \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 #NFTGIVEAWAY \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\n\nPRIZE \xf0\x9f\x8e\x81:\n1 SOL S8N NFT\n\nHOW TO ENTER \xe2\xa4\xb5\xef\xb8\x8f:\n1\xe2\x83\xa3 - Follow @SOLS8N &amp; @Tanzer \n2\xe2\x83\xa3 - LIKE &amp; RETWEET\n3\xe2\x83\xa3 - TAG 2 FRIE\xe2\x80\xa6',enter follow amp like amp tag,follow,enter follow amp like amp tag
2022-01-23 23:58:26+00:00,b'RT @Astrendd: WOOWWWWW\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d LAST 3 WHITELIST SPOTS \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\n150 + MILLION DOWNLOADED GAME | \xf0\x9f\x98\x8e MOST HYPED NFT PROJECT \xf0\x9f\x8e\xae\n\n1\xe2\x83\xa3 FOLLOW @Braindompuzzle\xe2\x80\xa6',woo last spots million game project follow,last,woo last spot million game project follow
2022-01-23 23:58:26+00:00,"b""RT @ConcreteXCrypto: Well good morning everyone drop your $ETH nft wallets below I'll give through and send #NFTs to random wallets through\xe2\x80\xa6""",'' well good morning everyone drop give send random '',good,'' well good morning everyone drop give send random ``
2022-01-23 23:58:26+00:00,b'RT @JAY_NFTs: \xf0\x9f\x8e\x81GIVEAWAY\xf0\x9f\x8e\x81\n\n\xf0\x9f\x92\xb0Price: \nWL - 0.75 SOL (70$)   \nPUBLIC - 0.99 SOL (90$)\n\xf0\x9f\x8f\x86Prize: 1 x NFT + 5 WL Spots\n\n1\xe2\x83\xa3Follow @JAY_NFTs / @yetai\xe2\x80\xa6',,,
2022-01-23 23:58:26+00:00,b'RT @LeBearPolarr: Ways to tell the artist is in nfts other than a hexagon so you can block them:\n\xe2\x9e\x96Links to one of the following:\n- opensea\xe2\x80\xa6',ways tell artist hexagon block one following,artist,way tell artist hexagon block one following
2022-01-23 23:58:26+00:00,"b""@CryptoKing_NFT Me sir, I  want to be your Pegaxy Scholar sir. I already have experienced playing the Pegaxy game through renting with PGX. I don't have more PGX left to rent.""",'' sir want scholar sir already experienced playing game renting left rent '',scholar,'' sir want scholar sir already experienced playing game renting left rent ``
2022-01-23 23:58:26+00:00,b'\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 @PepeCloverNFT  Go Baby Go !!\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\n\n\xf0\x9f\x9a\xa8 https://t.co/6FRt1Xtxr2 \xf0\x9f\x9a\xa8\n\n#NFT #NFTs #nftcolletor #NFTProject #NFTCommumity https://t.co/06XFdsvn8J',go baby go,,go baby go
2022-01-23 23:58:26+00:00,b'RT @ManwayCrypto: BAYC Holders are buying Gold-Diggers for the Metaverse\xf0\x9f\x92\x8e\xf0\x9f\x90\x92\n\nPublic sale: January 25th\xf0\x9f\x9a\x80\n\nFashioned by Dior Artist\xe2\x9c\xa8\n\nDiscord\xe2\x80\xa6',holders buying sale,,holder buying sale
2022-01-23 23:58:26+00:00,b'RT @CNFTDropFinder: \xf0\x9f\x8e\x81 #NFTGiveaway\xf0\x9f\x8e\x81\n\nTo celebrate their drop feb 14th @labcoatcuties is giving away a CNFT!\n\nTo Enter:\n\xf0\x9f\x92\x95Like+RT\n\xf0\x9f\x92\x95Follow @la\xe2\x80\xa6',celebrate drop giving away enter,celebrate,celebrate drop giving away enter
2022-01-23 23:58:26+00:00,b'RT @Hubert66867220: \xf0\x9f\x8e\x81 #NFTGiveaway \xf0\x9f\x8e\x81\n\n\xf0\x9f\x8f\x86Win 1\xe2\x83\xa3 official #NFT @PicassioArtNFT \xf0\x9f\x96\xbc\xef\xb8\x8f\n( randomly selected in Mint Day)\n\n\xf0\x9f\x97\x93\xef\xb8\x8fMint: 29/01/ 2022\n\n\xf0\x9f\x91\x87Rule\xe2\x80\xa6',official randomly selected mint day,official,official randomly selected mint day
2022-01-23 23:58:26+00:00,"b'RT @hugo_eth: 1 person who retweets and FOLLOWS ME with notifications \xf0\x9f\x94\x94will win a #coolcatsnft NFT worth 12.5 $ETH ($28,900) https://t.co/K\xe2\x80\xa6'",person follows win worth,,person follows win worth
2022-01-23 23:58:26+00:00,b'Hey @rihanna I got the perfect NFT for you \xf0\x9f\x98\x98 #WomeninNFTs #NFTCommumity #Rihanna @Crypto__Chicks https://t.co/apNFr4fjJa',got perfect,,got perfect
2022-01-23 23:58:25+00:00,b'@Crypto__emily \xf0\x9f\x91\x91 King Forever \xf0\x9f\x91\x91\n\xf0\x9f\x92\x8e Early Project\n\xe2\x9c\x85 Doxxed Dev\n\xe2\x9c\x85 KYC and Audited by interFI Network\n\xf0\x9f\x93\xb2 King Forever Mobile APP\n\xf0\x9f\x8e\xae Metaverse Game KING \xf0\x9f\x91\x91\n\xf0\x9f\x92\xb5 Build wallet\n\xf0\x9f\x92\xb9 NFT Market Place\n\xf0\x9f\x94\x92 LP Locked 3 Years\n\xe2\x9c\x85 Coin Market Cap \n\xe2\x9c\x85 Coingecko\nWeb https://t.co/GawCG3U5Tx\n@kingforeverbsc',king forever early audited king forever mobile game king build market locked coin market cap,mobile build coin,king forever early audited king forever mobile game king build market locked coin market cap
2022-01-23 23:58:25+00:00,"b'RT @NFTupdate: To that I say, those people have no idea what NFTs are\xe2\x80\xa6\n\nIf you click on the hexagon Twitter profile picture, it will show y\xe2\x80\xa6'",say people idea click hexagon profile picture show,,say people idea click hexagon profile picture show
2022-01-23 23:58:25+00:00,b'RT @orangie: when we announce what we got cooking up for @jackedapeclub we are shocking everyone \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbc\xf0\x9f\x90\xb5',announce got cooking shocking everyone,,announce got cooking shocking everyone
2022-01-23 23:58:25+00:00,b'Check out my new NFT on OpenSea! https://t.co/0iv8vXbHx1 via @opensea \n#NFTGiveaway #NFTdrop #NFTProject #NFTCollection #ETH #Ethereum #opensea #OpenSeaNFT #blockchain',new via,new,new via
2022-01-23 23:58:25+00:00,b'@ClemaresIgnacio @TastyBonesNFT @HODLNFTer @inklxb @EvaK360Boss @tinybear_eth amazing mate amazing \xf0\x9f\x92\xaa\n\n@TheJacobNFT \n@PabloMaque99 \n@pipe_nft @mcruzchecafern1 @CMKBMN @YeltsinColls @yenidabreu @salchipapa_0 @umarenders',amazing mate amazing,amazing,amazing mate amazing
2022-01-23 23:58:25+00:00,b'RT @PixelSQUIDBSC: \xf0\x9f\x8e\x81Announce community PIXELSQUID Game About creating a new contest \xf0\x9f\x94\xa5\n\n\xe2\x9a\xa1\xef\xb8\x8fWEEK OF POWER\xe2\x9a\xa1\xef\xb8\x8f\n\n\xf0\x9f\x9a\x80Buy Challenger of #PixelSQUID\xe2\x80\xa6',community game creating new contest challenger,new,community game creating new contest challenger
2022-01-23 23:58:25+00:00,b'RT @busraeth: \xf0\x9f\x92\xab#NFTGiveaway\xf0\x9f\x92\xab\n1 x THE PENSION APES CLUB #NFT \n\n1\xe2\x83\xa3 Follow @PensionApesClub &amp; @busraeth\n2\xe2\x83\xa3 Like &amp; RT \n3\xe2\x83\xa3 Tag 3 friends\n\nDiscor\xe2\x80\xa6',pension club follow amp like amp tag,,pension club follow amp like amp tag
2022-01-23 23:58:25+00:00,b'RT @SpencerCUH: \xf0\x9f\x9a\xa8 #NFTGiveaway \xf0\x9f\x94\xa5\n\n\xf0\x9f\x90\x98Be part of the herd and do good for the world and yourself \xf0\x9f\x90\x98\n\n\xf0\x9f\x94\xa5 Giving away 20 WL Spots! \xf0\x9f\x94\xa5\n\n1\xef\xb8\x8f\xe2\x83\xa3 Join Dis\xe2\x80\xa6',part herd good world giving away spots join,good,part herd good world giving away spot join
2022-01-23 23:58:25+00:00,b'RT @SpencerCUH: \xf0\x9f\x9a\xa8 #NFTGiveway \xf0\x9f\x94\xa5\n\nGiving out 1x FREE MINT Beko Nekoz #NFT + 20 WL spots\n\nEnter:\nRetweet + Like\nFollow @beko_nekoz \nJoin http\xe2\x80\xa6',free mint,free,free mint
2022-01-23 23:58:25+00:00,b'RT @ConcreteXCrypto: \xf0\x9f\x8e\x81#NFTGIVEAWAY\xf0\x9f\x8e\x81\n\n\xf0\x9f\x8f\x861 Winner\xf0\x9f\x8f\x86\n\n1 sick ape #NFT from @dezignerapez1 pictured below\n\n1\xe2\x83\xa3Follow @dezignerapez1 + @ConcreteXCr\xe2\x80\xa6',sick ape pictured,sick,sick ape pictured
2022-01-23 23:58:25+00:00,b'RT @GemsScope: \xf0\x9f\xa6\x81LLC #NFTGiveaway \xf0\x9f\xa6\x81\n\nIntroducing @Lucky_Lion_Club \xf0\x9f\x94\xa5 \nProbably one of the cleanest 8K NFT ever made \xf0\x9f\x94\xa5\nCrafted by The Witcher\xe2\x80\xa6',one ever made,,one ever made
2022-01-23 23:58:25+00:00,b'RT @MIP_project: \xf0\x9f\x9a\xa8MIP x MetaPopit\xf0\x9f\x9a\xa8\n\nWe are excited to announce a special whitelist giveaway with @MetaPopit\n10 WL spots will be given with\xe2\x80\xa6',excited announce special giveaway spots given,special giveaway,excited announce special giveaway spot given
2022-01-23 23:58:24+00:00,b'@ApeSkyel NFT gamefi @BEMILGAME #Bemil \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x92\xb0\xf0\x9f\x92\xb0\xf0\x9f\x92\xb0 https://t.co/z954t1VqxT',,,
2022-01-23 23:58:24+00:00,b'@Gava1ar @SpaceOffshore Nice work! I\xe2\x80\x99ve been pretty skeptical of web3 and the metaverse but between your NFT and this thread I feel like I\xe2\x80\x99m understanding it better:\nhttps://t.co/ei1WpmtLgV',nice work pretty skeptical web thread feel like understanding better,nice skeptical thread,nice work pretty skeptical web thread feel like understanding better
2022-01-23 23:58:24+00:00,b'RT @FearSplashy: \xf0\x9f\x83\x8f Ace Of Apes \xf0\x9f\x83\x8f \n#nftgiveaway #NFT #NFTs \n \n@aceofapes are starting to pick up some traction! They are innovators in the N\xe2\x80\xa6',ace starting pick innovators,pick,ace starting pick innovator
2022-01-23 23:58:24+00:00,b'RT @CryptoVonDoom: Kung Fu Apes WL is completely filled! The public sale starts on the 28th and I\xe2\x80\x99ve got one that you can win!!\n\nPrize: 1x\xe2\x80\xa6',completely filled public sale starts got one win,public,completely filled public sale start got one win
2022-01-23 23:58:24+00:00,"b'RT @dailyjoker90: Right gonna try that again! First 50 to Like, Follow, Retweet and drop your RelayX paymail get a Jokers Smile NFT'",right try first like follow drop get jokers smile,,right try first like follow drop get joker smile
2022-01-23 23:58:24+00:00,"b""RT @MiddiFPS: \xf0\x9f\x94\xa5Check out this latest #NFT Project!\xf0\x9f\x94\xa5\n\n\xf0\x9f\x9a\xa8I haven't seen #NFTArt this SICK in a minute!\xf0\x9f\x9a\xa8\n\n\xf0\x9f\x8c\x9fGive them a Follow\nhttps://t.co/cZjS\xe2\x80\xa6""",'' latest project seen sick minute,sick,'' latest project seen sick minute
2022-01-23 23:58:24+00:00,"b'RT @squiggles: Squiggles Roadmap, we\xe2\x80\x99re giving away 5 Whitelist spots on this post, JUST RT https://t.co/K2YkMSu7D7'",giving away spots post,,giving away spot post
2022-01-23 23:58:24+00:00,b'RT @igustiaji: Check out my new NFT on OpenSea! https://t.co/Z6Wr19eYH9 via @opensea #NFTProject #NFTCommunity #nftart #NFTartist #NFTartis\xe2\x80\xa6',check new via,new,check new via
2022-01-23 23:58:24+00:00,b'RT @DeltaWGMI: X5 INVISIBLE FRIENDS WL GIVEAWAY \xf0\x9f\xa6\x84\xf0\x9f\x8c\x88\n\nTo enter \n- Follow me with \xf0\x9f\x94\x94 \n- RT &amp; like this \n- Tag 3 friends \n\nWinner picked in 48 H\xe2\x80\xa6',invisible friends giveaway enter follow amp like tag friends picked,invisible follow,invisible friend giveaway enter follow amp like tag friend picked
2022-01-23 23:58:24+00:00,b'RT @AlphaApesNFT: How to get whitelist: @HonorRoll \n\nInvite 7+ People (No botting and Must be NFT People)\n     \n- You can check your invite\xe2\x80\xa6',get people must people check,,get people must people check
2022-01-23 23:58:24+00:00,b'RT @azrecz: \xf0\x9f\x91\x91GUYS Whitelist registration is OPEN!\xf0\x9f\x91\x91\n\n\xf0\x9f\x9a\x80We are glad to announce that Whitelist registration form is now available https://t.co\xe2\x80\xa6',registration open glad announce registration form available,open available,registration open glad announce registration form available
2022-01-23 23:58:24+00:00,b'RT @Wolf1987_: \xf0\x9f\x94\xa5 Giveaway \xf0\x9f\x94\xa5\n\nFollow me &amp; @solanamonkeyuni for your chance to win #Solana #NFT \n\xe2\x80\xa2 Follow\n\xe2\x80\xa2 Retweet &amp; Like\n\xe2\x80\xa2 Tag some buddies\xe2\x80\xa6',giveaway amp chance win amp tag,,giveaway amp chance win amp tag
2022-01-23 23:58:24+00:00,b'RT @pilotpunksnft: To celebrate our upcoming launch we\xe2\x80\x99re giving away 1 #NFT &amp; 1 PS5!\n\nTo enter:\n- Follow @pilotpunksnft \n- Retweet &amp; Tag F\xe2\x80\xa6',celebrate upcoming launch giving away amp enter follow amp tag,amp,celebrate upcoming launch giving away amp enter follow amp tag
2022-01-23 23:58:24+00:00,"b'RT @BoodleClub: During our mint we will give away $10,000 worth of prizes ranging from NFTs to cash give aways\xf0\x9f\xa5\xb3. We will make our community\xe2\x80\xa6'",mint give away worth prizes ranging cash give make,worth,mint give away worth prize ranging cash give make
2022-01-23 23:58:24+00:00,b'RT @klaraliron: \xf0\x9f\x8e\x81\xf0\x9f\x8e\x81 \xf0\x9f\x8e\x81FREE GIFTS TO GRAB\xf0\x9f\x8e\x81\xf0\x9f\x8e\x81\xf0\x9f\x8e\x81\n\n35 VIP NFT Frames will be rewarded to 35 lucky people those who joined this Gleam campaign and s\xe2\x80\xa6',gifts frames rewarded lucky people joined gleam campaign,lucky,gift frame rewarded lucky people joined gleam campaign
2022-01-23 23:58:23+00:00,b'@Parsa1377 @CYBR_nft Same here',,,
2022-01-23 23:58:23+00:00,"b'9/n for me, MJ checks all the boxes for a budding NFT artist:\n\n\xf0\x9f\x8e\xa8 great art\n\xf0\x9f\x8e\x89 inspiring storyteller\n\xf0\x9f\x94\x8a buzzing discord\n\xf0\x9f\x8d\x80 cheap pfp collections\n\xf0\x9f\x94\xae rare &amp; special pieces\n\xf0\x9f\x96\xa4 dedicated to her supporters https://t.co/SNbGyIZHuW'",checks boxes budding artist great inspiring buzzing cheap rare amp special dedicated supporters,artist great cheap rare special dedicated,check box budding artist great inspiring buzzing cheap rare amp special dedicated supporter
2022-01-23 23:58:23+00:00,"b'RT @haytsuu: \xf0\x9f\x8e\x89 NFT GIVEAWAY \xf0\x9f\x8e\x89\n\nOne legendary CryptoDuck (worth over $3,000) and 10x WL spots! \n\nTo enter:\n\xe2\x9c\x85 Follow @CryptoDucks_ &amp; @haytsuu\xe2\x80\xa6'",giveaway legendary worth spots enter follow amp,legendary worth follow,giveaway legendary worth spot enter follow amp
2022-01-23 23:58:23+00:00,b'RT @ManwayCrypto: BAYC Holders are buying Gold-Diggers for the Metaverse\xf0\x9f\x92\x8e\xf0\x9f\x90\x92\n\nPublic sale: January 25th\xf0\x9f\x9a\x80\n\nFashioned by Dior Artist\xe2\x9c\xa8\n\nDiscord\xe2\x80\xa6',holders buying sale,,holder buying sale
2022-01-23 23:58:23+00:00,b'RT @azrecz: \xf0\x9f\x91\x91GUYS Whitelist registration is OPEN!\xf0\x9f\x91\x91\n\n\xf0\x9f\x9a\x80We are glad to announce that Whitelist registration form is now available https://t.co\xe2\x80\xa6',registration open glad announce registration form available,open available,registration open glad announce registration form available
2022-01-23 23:58:23+00:00,"b'RT @UchihaCrypto33: @KungFuApes will be my last nft purchase for a while , gotta fill my farms back up \xf0\x9f\x98\x82\xf0\x9f\x9a\xa8'",last purchase got fill farms back,last fill,last purchase got fill farm back
2022-01-23 23:58:23+00:00,"b'RT @bobbyvdpt: @NFtSNiPERbOt @SSofWhales solid art, better community. Low floor but still gone from 2.1 to 4.3k unique wallets while sweepi\xe2\x80\xa6'",solid art better community low floor still gone unique,solid low unique,solid art better community low floor still gone unique
2022-01-23 23:58:23+00:00,"b'RT @HALOvsHORN: Thanks @BaggBxyzNFT For the custom #NFT if you\xe2\x80\x99re apart of the #NFTCommmunity , and looking for custom work he\xe2\x80\x99s the MAN \xf0\x9f\xa6\xbe\xe2\x80\xa6'",thanks custom apart looking custom work man,,thanks custom apart looking custom work man
2022-01-23 23:58:23+00:00,b'@XCOPYART Congrats!',,,
2022-01-23 23:58:23+00:00,"b'RT @bykellymcd: Gm \xf0\x9f\x8c\xba \n\n\xe2\x80\x9cLove Child\xe2\x80\x9d has arrived on @withFND \n\n3D x illustration, co-created by @bykellymcd &amp; @deathtococo\n\nCheck her out in\xe2\x80\xa6'",gm arrived illustration amp,,gm arrived illustration amp
2022-01-23 23:58:23+00:00,"b'RT @TheHazeyBoy93: @metab_nft @ParisHilton @jimmyfallon @FallonTonight Hottest project to billi in right now, join the family and enjoy the\xe2\x80\xa6'",hottest project right join family enjoy,right,hottest project right join family enjoy
2022-01-23 23:58:23+00:00,b'RT @NftDropsCal: \xf0\x9f\x8c\x9f Sunday Shillday ! \n#NFT Shopping Time \xe2\x8f\xb0\n\n\xf0\x9f\x94\xa5 Drop your hottest #NFT \xf0\x9f\x91\x87\n\n\xe2\x9c\x85 Follow so we can DM \xf0\x9f\x92\xac\n\xe2\x9c\x85 Retweet \xf0\x9f\x94\x84 to get RT !\n\n#N\xe2\x80\xa6',shopping time drop hottest follow get,follow,shopping time drop hottest follow get
2022-01-23 23:58:23+00:00,b'RT @MDMETAB: @metab_nft @ParisHilton @jimmyfallon @FallonTonight #YEAROFMETABILLIONAIRE @MDMETAB So pumped for this https://t.co/djNCOe6X0L',pumped,,pumped
2022-01-23 23:58:23+00:00,b'RT @TheLionCatsNFT: Giving away this cool Lion Cat (worth 12.5 $SOL) \xf0\x9f\xa6\x81\n\nTo participate :\n\n- Retweet and follow \xf0\x9f\x98\xba\n- Tag some NFT friends \xe2\x9c\x85\xe2\x80\xa6',giving away cool lion cat worth participate follow tag friends,cool worth follow,giving away cool lion cat worth participate follow tag friend
2022-01-23 23:58:23+00:00,b'RT @MontanaBlack: Montanablack x \n@OogaVerse\n\nOogaVerse just launched their new MekaApes NFT Game! Public sale is live now!\n\nTo celebrate t\xe2\x80\xa6',launched new game public sale live celebrate,new public live,launched new game public sale live celebrate
2022-01-23 23:58:23+00:00,b'RT @xinsix99: Building a strong #nft community \xf0\x9f\x8e\x83\nIf you want to be part of this community follow and retweet \xf0\x9f\x92\xa5\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9b\xb8\xf0\x9f\x9b\xb8\xf0\x9f\x9b\xb8\xe2\x9c\xa8\xf0\x9f\x92\xa5\xf0\x9f\x8e\x83\nAsap drop amazing #n\xe2\x80\xa6',building strong community want part community follow drop amazing,strong,building strong community want part community follow drop amazing
2022-01-23 23:58:22+00:00,"b'RT @XrDonkey: \xf0\x9f\x92\xa5COMPETITION\xf0\x9f\x92\xa5\n\xe2\x98\x98\xef\xb8\x8fLucky 7\xe2\x83\xa37\xe2\x83\xa37\xe2\x83\xa3\n\n\xf0\x9f\x96\x87\xef\xb8\x8f#Tag 7\xe2\x83\xa3friends\n\xf0\x9f\x9b\xba#Share\n\xe2\x8f\xa9#Follow\n\n7\xe2\x83\xa3 #winners, each winning 1 $DONKY #New #competition every d\xe2\x80\xa6'",winners winning new competition every,new,winner winning new competition every
2022-01-23 23:58:22+00:00,b'RT @WanderingsNFT: The Wanderings have landed in the Big Apple \xf0\x9f\x8d\x8e Be sure to follow our journey as we prepare for our free mint on 1/31/22!\xe2\x80\xa6',wanderings landed big apple sure follow journey prepare free mint,big sure follow free,wandering landed big apple sure follow journey prepare free mint
2022-01-23 23:58:22+00:00,b'RT @ladycryptogem: $150 | 12 Hours\n\n- RT + Like &amp; Follow @Cybersnailsnft \n- Tag 5 Friends\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94-\n\xf0\x9f\x94\xa5@cybersnailsnft is the new hot NFT proje\xe2\x80\xa6',like amp follow tag new hot,tag new hot,like amp follow tag new hot
2022-01-23 23:58:22+00:00,b'@TraderKoz I remember when i saw it at 6 sol and didnt buy. Biggest regret in my nft carrer',remember saw buy biggest regret,,remember saw buy biggest regret
2022-01-23 23:58:22+00:00,b'RT @NFTupdate: People are concerned about the ability to put any NFT as your profile picture\n\nThe concern is that you can mint any JPEG (a\xe2\x80\xa6',people concerned ability put profile concern mint,concerned profile,people concerned ability put profile concern mint
2022-01-23 23:58:22+00:00,b'RT @bigger: Whitelisting 10 people wanting to be part of Super Apes! Almost 20k on Discord! \xf0\x9f\xa6\x8d\xf0\x9f\x9a\x80\n\nTo enter \xf0\x9f\x91\x87 \n- Like &amp; RT\n- Follow me &amp; @Supe\xe2\x80\xa6',people wanting part super almost discord enter like amp follow amp,discord,people wanting part super almost discord enter like amp follow amp
2022-01-23 23:58:22+00:00,b'Gary Vee explains nft\xe2\x80\x99s brilliantly',explains brilliantly,,explains brilliantly
2022-01-23 23:58:22+00:00,"b'RT @NftDropsCal: \xf0\x9f\x8c\x9f #NFTdrop\n\n\xf0\x9f\x98\xb1 The scariest collection @HorrorFellasNft is minting soon!\xf0\x9f\x9a\xa8\n\n\xf0\x9f\x93\x86 Jan 22, 18:00 UTC\n\xf0\x9f\xaa\x99 0.7 $SOL\n\n\xe2\x9c\x85 Cool graphics\xe2\x80\xa6'",collection soon cool,cool,collection soon cool
2022-01-23 23:58:22+00:00,b'RT @likemike: super excited to be a part of the @HAPEBEASTGANG community \xf0\x9f\x94\xa5\xf0\x9f\x8d\x8c #NFT #HAPEBEAST https://t.co/M4ZOIYU2Ev',super excited part community,,super excited part community
2022-01-23 23:58:22+00:00,b'RT @ElementX_BSC: The Beta Version of #ElementX will be officially launched in a few days! \xf0\x9f\x94\xa5\n\nWhitelist applications are now open!\n\n\xf0\x9f\x91\x89 Pleas\xe2\x80\xa6',version officially launched days applications open,,version officially launched day application open
